Year,Statistic,Player,Team,Value
1975,Complete Games,Catfish Hunter,New York,30.0
1975,ERA,Jim Palmer,Baltimore,2.09
1975,Games,Rollie Fingers,Oakland,75.0
1975,Saves,Rich Gossage,Chicago,26.0
1975,Shutouts,Jim Palmer,Baltimore,10.0
1975,Strikeouts,Frank Tanana,California,269.0
1975,Winning Percentage,Mike Torrez,Baltimore,0.69
1975,Wins,Catfish Hunter,New York,23.0
1975,Wins,Jim Palmer,Baltimore,23.0
1976,Complete Games,Mark Fidrych,Detroit,24.0
1976,ERA,Mark Fidrych,Detroit,2.34
1976,Games,Bill Campbell,Minnesota,78.0
1976,Saves,Sparky Lyle,New York,23.0
1976,Shutouts,Nolan Ryan,California,7.0
1976,Strikeouts,Nolan Ryan,California,327.0
1976,Winning Percentage,Bill Campbell,Minnesota,0.773
1976,Wins,Jim Palmer,Baltimore,22.0
1977,Complete Games,Jim Palmer,Baltimore,22.0
1977,Complete Games,Nolan Ryan,California,22.0
1977,ERA,Frank Tanana,California,2.54
1977,Games,Sparky Lyle,New York,72.0
1977,Saves,Bill Campbell,Boston,31.0
1977,Shutouts,Frank Tanana,California,7.0
1977,Strikeouts,Nolan Ryan,California,341.0
1977,Winning Percentage,Paul Splittorff,Kansas City,0.727
1977,Wins,Dave Goltz,Minnesota,20.0
1977,Wins,Dennis Leonard,Kansas City,20.0
1977,Wins,Jim Palmer,Baltimore,20.0
1978,Complete Games,Mike Caldwell,Milwaukee,23.0
1978,ERA,Ron Guidry,New York,1.74
1978,Games,Bob Lacey,Oakland,74.0
1978,Saves,Rich Gossage,New York,27.0
1978,Shutouts,Ron Guidry,New York,9.0
1978,Strikeouts,Nolan Ryan,California,260.0
1978,Winning Percentage,Ron Guidry,New York,0.893
1978,Wins,Ron Guidry,New York,25.0
1979,Complete Games,Dennis Martinez,Baltimore,18.0
1979,ERA,Ron Guidry,New York,2.78
1979,Games,Mike Marshall,Minnesota,90.0
1979,Saves,Mike Marshall,Minnesota,32.0
1979,Shutouts,Dennis Leonard,Kansas City,5.0
1979,Shutouts,Nolan Ryan,California,5.0
1979,Strikeouts,Nolan Ryan,California,223.0
1979,Winning Percentage,Mike Caldwell,Milwaukee,0.727
1979,Wins,Mike Flanagan,Baltimore,23.0
1980,Complete Games,Rick Langford,Oakland,28.0
1980,ERA,Rudy May,New York,2.46
1980,Games,Dan Quisenberry,Kansas City,75.0
1980,Saves,Rich Gossage,New York,33.0
1980,Saves,Dan Quisenberry,Kansas City,33.0
1980,Shutouts,Tommy John,New York,6.0
1980,Strikeouts,Len Barker,Cleveland,187.0
1980,Winning Percentage,Steve Stone,Baltimore,0.781
1980,Wins,Steve Stone,Baltimore,25.0
1981,Complete Games,Rick Langford,Oakland,18.0
1981,ERA,Steve McCatty,Oakland,2.33
1981,Games,Doug Corbett,Minnesota,54.0
1981,Saves,Rollie Fingers,Milwaukee,28.0
1981,Shutouts,Richard Dotson,Chicago,4.0
1981,Shutouts,Ken Forsch,California,4.0
1981,Shutouts,Doc Medich,Texas,4.0
1981,Shutouts,Steve McCatty,Oakland,4.0
1981,Strikeouts,Len Barker,Cleveland,127.0
1981,Winning Percentage,Pete Vuckovich,Milwaukee,0.778
1981,Wins,Dennis Martinez,Baltimore,14.0
1981,Wins,Steve McCatty,Oakland,14.0
1981,Wins,Jack Morris,Detroit,14.0
1981,Wins,Pete Vuckovich,Milwaukee,14.0
1982,Complete Games,Dave Stieb,Toronto,19.0
1982,ERA,Rick Sutcliffe,Cleveland,2.96
1982,Games,Ed Vande Berg,Seattle,78.0
1982,Saves,Dan Quisenberry,Kansas City,35.0
1982,Shutouts,Dave Stieb,Toronto,5.0
1982,Strikeouts,Floyd Bannister,Seattle,209.0
1982,Winning Percentage,Pete Vuckovich,Milwaukee,0.75
1982,Wins,La Marr Hoyt,Chicago,19.0
1983,Complete Games,Ron Guidry,New York,21.0
1983,ERA,Rick Honeycutt,Texas,2.42
1983,Games,Dan Quisenberry,Kansas City,69.0
1983,Saves,Dan Quisenberry,Kansas City,45.0
1983,Shutouts,Mike Boddicker,Baltimore,5.0
1983,Strikeouts,Jack Morris,Detroit,232.0
1983,Winning Percentage,Richard Dotson,Chicago,0.759
1983,Wins,La Marr Hoyt,Chicago,24.0
1984,Complete Games,Charlie Hough,Texas,17.0
1984,ERA,Mike Boddicker,Baltimore,2.79
1984,Games,Willie Hernandez,Detroit,80.0
1984,Saves,Dan Quisenberry,Kansas City,44.0
1984,Shutouts,Bob Ojeda,Boston,5.0
1984,Shutouts,Geoff Zahn,California,5.0
1984,Strikeouts,Mark Langston,Seattle,204.0
1984,Winning Percentage,Doyle Alexander,Toronto,0.739
1984,Wins,Mike Boddicker,Baltimore,20.0
1985,Complete Games,Bert Blyleven,Cleveland,24.0
1985,Complete Games,Bert Blyleven,Minnesota,24.0
1985,ERA,Dave Stieb,Toronto,2.48
1985,Games,Dan Quisenberry,Kansas City,84.0
1985,Saves,Dan Quisenberry,Kansas City,37.0
1985,Shutouts,Bert Blyleven,Cleveland,5.0
1985,Shutouts,Bert Blyleven,Minnesota,5.0
1985,Strikeouts,Bert Blyleven,Cleveland,206.0
1985,Strikeouts,Bert Blyleven,Minnesota,206.0
1985,Winning Percentage,Ron Guidry,New York,0.786
1985,Wins,Ron Guidry,New York,22.0
1986,Complete Games,Tom Candiotti,Cleveland,17.0
1986,ERA,Roger Clemens,Boston,2.48
1986,Games,Mitch Williams,Texas,80.0
1986,Saves,Dave Righetti,New York,46.0
1986,Shutouts,Jack Morris,Detroit,6.0
1986,Strikeouts,Mark Langston,Seattle,245.0
1986,Winning Percentage,Roger Clemens,Boston,0.857
1986,Wins,Roger Clemens,Boston,24.0
1987,Complete Games,Roger Clemens,Boston,18.0
1987,ERA,Jimmy Key,Toronto,2.76
1987,Games,Mark Eichhorn,Toronto,89.0
1987,Saves,Tom Henke,Toronto,34.0
1987,Shutouts,Roger Clemens,Boston,7.0
1987,Strikeouts,Mark Langston,Seattle,262.0
1987,Winning Percentage,Roger Clemens,Boston,0.69
1987,Wins,Roger Clemens,Boston,20.0
1987,Wins,Dave Stewart,Oakland,20.0
1988,Complete Games,Roger Clemens,Boston,14.0
1988,Complete Games,Dave Stewart,Oakland,14.0
1988,ERA,Allan Anderson,Minnesota,2.45
1988,Games,Chuck Crim,Milwaukee,70.0
1988,Saves,Dennis Eckersley,Oakland,45.0
1988,Shutouts,Roger Clemens,Boston,8.0
1988,Strikeouts,Roger Clemens,Boston,291.0
1988,Winning Percentage,Frank Viola,Minnesota,0.774
1988,Wins,Frank Viola,Minnesota,24.0
1989,Complete Games,Bret Saberhagen,Kansas City,12.0
1989,ERA,Bret Saberhagen,Kansas City,2.16
1989,Games,Chuck Crim,Milwaukee,76.0
1989,Saves,Jeff Russell,Texas,38.0
1989,Shutouts,Bert Blyleven,California,5.0
1989,Strikeouts,Nolan Ryan,Texas,301.0
1989,Winning Percentage,Bret Saberhagen,Kansas City,0.793
1989,Wins,Bret Saberhagen,Kansas City,23.0
1990,Complete Games,Jack Morris,Detroit,11.0
1990,Complete Games,Dave Stewart,Oakland,11.0
1990,ERA,Roger Clemens,Boston,1.93
1990,Games,Bobby Thigpen,Chicago,77.0
1990,Saves,Bobby Thigpen,Chicago,57.0
1990,Shutouts,Roger Clemens,Boston,4.0
1990,Shutouts,Dave Stewart,Oakland,4.0
1990,Strikeouts,Nolan Ryan,Texas,269.0
1990,Winning Percentage,Bob Welch,Oakland,0.818
1990,Wins,Bob Welch,Oakland,27.0
1991,Complete Games,Jack McDowell,Chicago,15.0
1991,ERA,Roger Clemens,Boston,2.62
1991,Games,Duane Ward,Toronto,81.0
1991,Saves,Bryan Harvey,California,46.0
1991,Shutouts,Roger Clemens,Boston,4.0
1991,Strikeouts,Roger Clemens,Boston,241.0
1991,Winning Percentage,Scott Erickson,Minnesota,0.714
1991,Wins,Scott Erickson,Minnesota,20.0
1991,Wins,Bill Gullickson,Detroit,20.0
1992,Complete Games,Jack McDowell,Chicago,13.0
1992,ERA,Roger Clemens,Boston,2.41
1992,Games,Kenny Rogers,Texas,81.0
1992,Saves,Dennis Eckersley,Oakland,51.0
1992,Shutouts,Roger Clemens,Boston,5.0
1992,Strikeouts,Randy Johnson,Seattle,241.0
1992,Winning Percentage,Mike Mussina,Baltimore,0.783
1992,Wins,Kevin Brown,Texas,21.0
1992,Wins,Jack Morris,Toronto,21.0
1993,Complete Games,Chuck Finley,California,13.0
1993,ERA,Kevin Appier,Kansas City,2.56
1993,Games,Greg Harris,Boston,80.0
1993,Saves,Jeff Montgomery,Kansas City,45.0
1993,Saves,Duane Ward,Toronto,45.0
1993,Shutouts,Jack McDowell,Chicago,4.0
1993,Strikeouts,Randy Johnson,Seattle,308.0
1993,Winning Percentage,Jimmy Key,New York,0.75
1993,Wins,Jack McDowell,Chicago,22.0
1994,Complete Games,Randy Johnson,Seattle,9.0
1994,ERA,Steve Ontiveros,Oakland,2.65
1994,Games,Bob Wickman,New York,53.0
1994,Saves,Lee Smith,Baltimore,33.0
1994,Shutouts,Randy Johnson,Seattle,4.0
1994,Strikeouts,Randy Johnson,Seattle,204.0
1994,Winning Percentage,Jason Bere,Chicago,0.857
1994,Wins,Jimmy Key,New York,17.0
1995,Complete Games,Jack McDowell,New York,8.0
1995,ERA,Randy Johnson,Seattle,2.48
1995,Games,Jesse Orosco,Baltimore,65.0
1995,Saves,Jose Mesa,Cleveland,46.0
1995,Shutouts,Mike Mussina,Baltimore,4.0
1995,Strikeouts,Randy Johnson,Seattle,294.0
1995,Winning Percentage,Randy Johnson,Seattle,0.9
1995,Wins,Mike Mussina,Baltimore,19.0
1996,Complete Games,Pat Hentgen,Toronto,10.0
1996,ERA,Juan Guzman,Toronto,2.93
1996,Games,Eddie Guardado,Minnesota,83.0
1996,Games,Mike Myers,Detroit,83.0
1996,Saves,John Wetteland,New York,43.0
1996,Shutouts,Pat Hentgen,Toronto,3.0
1996,Shutouts,Ken Hill,Texas,3.0
1996,Shutouts,Rich Robertson,Minnesota,3.0
1996,Strikeouts,Roger Clemens,Boston,257.0
1996,Winning Percentage,Charles Nagy,Cleveland,0.773
1996,Wins,Andy Pettitte,New York,21.0
1997,Complete Games,Roger Clemens,Toronto,9.0
1997,Complete Games,Pat Hentgen,Toronto,9.0
1997,ERA,Roger Clemens,Toronto,2.05
1997,Games,Mike Myers,Detroit,88.0
1997,Saves,Randy Myers,Baltimore,45.0
1997,Shutouts,Roger Clemens,Toronto,3.0
1997,Shutouts,Pat Hentgen,Toronto,3.0
1997,Strikeouts,Roger Clemens,Toronto,292.0
1997,Winning Percentage,Randy Johnson,Seattle,0.833
1997,Wins,Roger Clemens,Toronto,21.0
1998,Complete Games,Scott Erickson,Baltimore,11.0
1998,ERA,Roger Clemens,Toronto,2.65
1998,Games,Sean Runyan,Detroit,88.0
1998,Saves,Tom Gordon,Boston,46.0
1998,Shutouts,David Wells,New York,5.0
1998,Strikeouts,Roger Clemens,Toronto,271.0
1998,Winning Percentage,David Wells,New York,0.818
1998,Wins,Roger Clemens,Toronto,20.0
1998,Wins,David Cone,New York,20.0
1998,Wins,Rick Helling,Texas,20.0
1999,Complete Games,David Wells,Toronto,7.0
1999,ERA,Pedro Martinez,Boston,2.07
1999,Games,Buddy Groom,Oakland,76.0
1999,Games,Bob Wells,Minnesota,76.0
1999,Saves,Mariano Rivera,New York,45.0
1999,Shutouts,Scott Erickson,Baltimore,3.0
1999,Strikeouts,Pedro Martinez,Boston,313.0
1999,Winning Percentage,Pedro Martinez,Boston,0.852
1999,Wins,Pedro Martinez,Boston,23.0
2000,Complete Games,David Wells,Toronto,9.0
2000,ERA,Pedro Martinez,Boston,1.74
2000,Games,Kelly Wunsch,Chicago,83.0
2000,Saves,Todd Jones,Detroit,42.0
2000,Saves,Derek Lowe,Boston,42.0
2000,Shutouts,Pedro Martinez,Boston,4.0
2000,Strikeouts,Pedro Martinez,Boston,284.0
2000,Winning Percentage,Tim Hudson,Oakland,0.769
2000,Wins,Tim Hudson,Oakland,20.0
2000,Wins,David Wells,Toronto,20.0
2001,Complete Games,Steve Sparks,Detroit,8.0
2001,ERA,Freddy Garcia,Seattle,3.05
2001,Games,Paul Quantrill,Toronto,80.0
2001,Saves,Mariano Rivera,New York,50.0
2001,Shutouts,Mark Mulder,Oakland,4.0
2001,Strikeouts,Hideo Nomo,Boston,220.0
2001,Winning Percentage,Roger Clemens,New York,0.87
2001,Wins,Mark Mulder,Oakland,21.0
2002,Complete Games,Paul Byrd,Kansas City,7.0
2002,ERA,Pedro Martinez,Boston,2.26
2002,Games,Billy Koch,Oakland,84.0
2002,Saves,Eddie Guardado,Minnesota,45.0
2002,Shutouts,Jeff Weaver,New York,3.0
2002,Strikeouts,Pedro Martinez,Boston,239.0
2002,Winning Percentage,Pedro Martinez,Boston,0.833
2002,Wins,Barry Zito,Oakland,23.0
2003,Complete Games,Bartolo Colon,Chicago,9.0
2003,Complete Games,Roy Halladay,Toronto,9.0
2003,Complete Games,Mark Mulder,Oakland,9.0
2003,ERA,Pedro Martinez,Boston,2.22
2003,Games,Trever Miller,Toronto,79.0
2003,Saves,Keith Foulke,Oakland,43.0
2003,Shutouts,Roy Halladay,Toronto,2.0
2003,Shutouts,Tim Hudson,Oakland,2.0
2003,Shutouts,John Lackey,Anaheim,2.0
2003,Shutouts,Mark Mulder,Oakland,2.0
2003,Shutouts,Joel Pineiro,Seattle,2.0
2003,Strikeouts,Esteban Loaiza,Chicago,207.0
2003,Winning Percentage,Roy Halladay,Toronto,0.759
2003,Wins,Roy Halladay,Toronto,22.0
2004,Complete Games,Mark Mulder,Oakland,5.0
2004,Complete Games,Sidney Ponson,Baltimore,5.0
2004,Complete Games,Jake Westbrook,Cleveland,5.0
2004,ERA,Johan Santana,Minnesota,2.61
2004,Games,Paul Quantrill,New York,86.0
2004,Saves,Mariano Rivera,New York,53.0
2004,Shutouts,Jeremy Bonderman,Detroit,2.0
2004,Shutouts,Tim Hudson,Oakland,2.0
2004,Shutouts,Sidney Ponson,Baltimore,2.0
2004,Strikeouts,Johan Santana,Minnesota,265.0
2004,Winning Percentage,Curt Schilling,Boston,0.778
2004,Wins,Curt Schilling,Boston,21.0
2005,Complete Games,Roy Halladay,Toronto,5.0
2005,ERA,Kevin Millwood,Cleveland,2.86
2005,Games,Mike Timlin,Boston,81.0
2005,Saves,Francisco Rodriguez,Los Angeles,45.0
2005,Saves,Bob Wickman,Cleveland,45.0
2005,Shutouts,Jon Garland,Chicago,3.0
2005,Strikeouts,Johan Santana,Minnesota,238.0
2005,Winning Percentage,Cliff Lee,Cleveland,0.783
2005,Wins,Bartolo Colon,Los Angeles,21.0
2006,Complete Games,C.C. Sabathia,Cleveland,6.0
2006,ERA,Johan Santana,Minnesota,2.77
2006,Games,Scott Proctor,New York,83.0
2006,Saves,Francisco Rodriguez,Los Angeles,47.0
2006,Shutouts,John Lackey,Los Angeles,2.0
2006,Shutouts,C.C. Sabathia,Cleveland,2.0
2006,Shutouts,Jeremy Sowers,Cleveland,2.0
2006,Shutouts,Jake Westbrook,Cleveland,2.0
2006,Strikeouts,Johan Santana,Minnesota,245.0
2006,Winning Percentage,Roy Halladay,Toronto,0.762
2006,Wins,Johan Santana,Minnesota,19.0
2006,Wins,Chien-Ming Wang,New York,19.0
2007,Complete Games,Roy Halladay,Toronto,7.0
2007,ERA,John Lackey,Los Angeles,3.01
2007,Games,Jamie Walker,Baltimore,81.0
2007,Saves,Joe Borowski,Cleveland,45.0
2007,Shutouts,Paul Byrd,Cleveland,2.0
2007,Shutouts,Jose Contreras,Chicago,2.0
2007,Shutouts,John Lackey,Cleveland,2.0
2007,Shutouts,Jeff Weaver,Seattle,2.0
2007,Strikeouts,Scott Kazmir,Tampa Bay,239.0
2007,Winning Percentage,Justin Verlander,Detroit,0.762
2007,Wins,Josh Beckett,Boston,20.0
2008,Complete Games,Roy Halladay,Toronto,9.0
2008,ERA,Cliff Lee,Cleveland,2.54
2008,Games,Matt Guerrier,Minnesota,76.0
2008,Games,Francisco Rodriguez,Los Angeles,76.0
2008,Saves,Francisco Rodriguez,Los Angeles,62.0
2008,Shutouts,Matt Garza,Tampa Bay,2.0
2008,Shutouts,Roy Halladay,Toronto,2.0
2008,Shutouts,Cliff Lee,Cleveland,2.0
2008,Shutouts,Jon Lester,Boston,2.0
2008,Shutouts,Jesse Litsch,Toronto,2.0
2008,Shutouts,C.C. Sabathia,Cleveland,2.0
2008,Shutouts,James Shields,Tampa Bay,2.0
2008,Shutouts,Kevin Slowey,Minnesota,2.0
2008,Strikeouts,A.J. Burnett,Toronto,231.0
2008,Winning Percentage,Cliff Lee,Cleveland,0.88
2008,Wins,Cliff Lee,Cleveland,22.0
2009,Complete Games,Roy Halladay,Toronto,9.0
2009,ERA,Zack Greinke,Kansas City,2.16
2009,Games,Matt Guerrier,Minnesota,79.0
2009,Saves,Brian Fuentes,Los Angeles,48.0
2009,Shutouts,Roy Halladay,Toronto,4.0
2009,Strikeouts,Justin Verlander,Detroit,269.0
2009,Winning Percentage,Felix Hernandez,Seattle,0.792
2009,Wins,Felix Hernandez,Seattle,19.0
2009,Wins,C.C. Sabathia,New York,19.0
2009,Wins,Justin Verlander,Detroit,19.0
2010,Complete Games,Cliff Lee,Seattle / Texas,7.0
2010,Complete Games,Carl Pavano,Minnesota,7.0
2010,ERA,Felix Hernandez,Seattle,2.27
2010,Games,Randy Choate,Tampa Bay,85.0
2010,Saves,Rafael Soriano,Tampa Bay,45.0
2010,Shutouts,Dallas Braden,Oakland,2.0
2010,Shutouts,Carl Pavano,Minnesota,2.0
2010,Strikeouts,Jered Weaver,Los Angeles,233.0
2010,Winning Percentage,Tommy Hunter,Texas,0.765
2010,Wins,C.C. Sabathia,New York,21.0
2011,Complete Games,James Shields,Tampa Bay,11.0
2011,ERA,Justin Verlander,Detroit,2.4
2011,Games,Jose Valverde,Detroit,75.0
2011,Saves,Jose Valverde,Detroit,49.0
2011,Shutouts,Derek Holland,Texas,4.0
2011,Shutouts,James Shields,Tampa Bay,4.0
2011,Strikeouts,Justin Verlander,Detroit,250.0
2011,Winning Percentage,Justin Verlander,Detroit,0.828
2011,Wins,Justin Verlander,Detroit,24.0
2012,Complete Games,Justin Verlander,Detroit,6.0
2012,ERA,David Price,Tampa Bay,2.56
2012,Games,Boone Logan,New York,80.0
2012,Saves,Jim Johnson,Baltimore,51.0
2012,Shutouts,Felix Hernandez,Seattle,5.0
2012,Strikeouts,Justin Verlander,Detroit,239.0
2012,Winning Percentage,David Price,Tampa Bay,0.8
2012,Winning Percentage,Jered Weaver,Los Angeles,0.8
2012,Wins,David Price,Tampa Bay,20.0
2012,Wins,Jered Weaver,Los Angeles,20.0
2013,Complete Games,David Price,Tampa Bay,4.0
2013,Complete Games,Chris Sale,Chicago,4.0
2013,ERA,Anibal Sanchez,Detroit,2.57
2013,Games,Joel Peralta,Tampa Bay,80.0
2013,Saves,Jim Johnson,Baltimore,50.0
2013,Shutouts,Bartolo Colon,Oakland,3.0
2013,Shutouts,Justin Masterson,Cleveland,3.0
2013,Strikeouts,Yu Darvish,Texas,277.0
2013,Winning Percentage,Max Scherzer,Detroit,0.875
2013,Wins,Max Scherzer,Detroit,21.0
2014,Complete Games,Dallas Keuchel,Houston,5.0
2014,ERA,Felix Hernandez,Seattle,2.14
2014,Games,Bryan Shaw,Cleveland,80.0
2014,Saves,Fernando Rodney,Seattle,48.0
2014,Shutouts,Rick Porcello,Detroit,3.0
2014,Strikeouts,David Price,Tampa Bay / Detroit,271.0
2014,Winning Percentage,Max Scherzer,Detroit,0.783
2014,Wins,Corey Kluber,Texas,18.0
2014,Wins,Max Scherzer,Detroit,18.0
2014,Wins,Jered Weaver,Los Angeles,18.0
2015,Complete Games,Mark Buehrle,Toronto,4.0
2015,Complete Games,Corey Kluber,Cleveland,4.0
2015,ERA,David Price,Detroit / Toronto,2.45
2015,Games,Kevin Jepsen,Tampa Bay / Minnesota,75.0
2015,Saves,Brad Boxberger,Tampa Bay,41.0
2015,Shutouts,Sonny Gray,Oakland,2.0
2015,Shutouts,Felix Hernandez,Seattle,2.0
2015,Shutouts,Dallas Keuchel,Houston,2.0
2015,Shutouts,Mike Montgomery,Seattle,2.0
2015,Shutouts,Jeff Samardzija,Chicago,2.0
2015,Strikeouts,Chris Sale,Chicago,274.0
2015,Winning Percentage,David Price,Detroit / Toronto,0.783
2015,Wins,Dallas Keuchel,Houston,20.0
2016,Complete Games,Chris Sale,Chicago,6.0
2016,ERA,Aaron Sanchez,Toronto,3.0
2016,Games,Bryan Shaw,Cleveland,75.0
2016,Saves,Zach Britton,Baltimore,47.0
2016,Shutouts,Corey Kluber,Cleveland,2.0
2016,Strikeouts,Justin Verlander,Detroit,254.0
2016,Winning Percentage,Aaron Sanchez,Toronto,0.882
2016,Wins,Rick Porcello,Boston,22.0
2017,Complete Games,Corey Kluber,Cleveland Indians,5.0
2017,Complete Games,Ervin Santana,Minnesota Twins,5.0
2017,ERA,Corey Kluber,Cleveland Indians,2.25
2017,Games,Bryan Shaw,Cleveland Indians,79.0
2017,Saves,Alex Colome,Tampa Bay Rays,46.0
2017,Shutouts,Corey Kluber,Cleveland Indians,3.0
2017,Shutouts,Ervin Santana,Minnesota Twins,3.0
2017,Strikeouts,Chris Sale,Boston Red Sox,308.0
2017,Winning Percentage,Corey Kluber,Cleveland Indians,0.818
2017,Wins,Carlos Carrasco,Cleveland Indians,18.0
2017,Wins,Corey Kluber,Cleveland Indians,18.0
2017,Wins,Jason Vargas,Kansas City Royals,18.0
2018,Complete Games,Jose Berrios,Minnesota Twins,2.0
2018,Complete Games,Carlos Carrasco,Cleveland Indians,2.0
2018,Complete Games,Corey Kluber,Cleveland Indians,2.0
2018,Complete Games,James Paxton,Seattle Mariners,2.0
2018,ERA,Blake Snell,Tampa Bay Rays,1.89
2018,Games,Ryan Pressly,Minnesota Twins,77.0
2018,Games,Ryan Pressly,Houston Astros,77.0
2018,Saves,Edwin Diaz,Seattle Mariners,57.0
2018,Shutouts,Jose Berrios,Minnesota Twins,1.0
2018,Shutouts,Mike Clevinger,Cleveland Indians,1.0
2018,Shutouts,Gerrit Cole,Houston Astros,1.0
2018,Shutouts,Andrew Heaney,Los Angeles Angels,1.0
2018,Shutouts,Corey Kluber,Cleveland Indians,1.0
2018,Shutouts,Sean Manaea,Oakland Athletics,1.0
2018,Shutouts,Daniel Mengden,Oakland Athletics,1.0
2018,Shutouts,James Paxton,Seattle Mariners,1.0
2018,Shutouts,Luis Severino,New York Yankees,1.0
2018,Shutouts,Masahiro Tanaka,New York Yankees,1.0
2018,Shutouts,Justin Verlander,Houston Astros,1.0
2018,Strikeouts,Justin Verlander,Houston Astros,290.0
2018,Winning Percentage,Charlie Morton,Houston Astros,0.833
2018,Wins,Blake Snell,Tampa Bay Rays,21.0
2019,Complete Games,Shane Bieber,Cleveland Indians,3.0
2019,Complete Games,Lucas Giolito,Chicago White Sox,3.0
2019,ERA,Gerrit Cole,Houston Astros,2.5
2019,Games,Yusmeiro Petit,Oakland Athletics,80.0
2019,Saves,Roberto Osuna,Houston Astros,38.0
2019,Shutouts,Shane Bieber,Cleveland Indians,2.0
2019,Shutouts,Lucas Giolito,Chicago White Sox,2.0
2019,Strikeouts,Gerrit Cole,Houston Astros,326.0
2019,Winning Percentage,Gerrit Cole,Houston Astros,0.8
2019,Wins,Justin Verlander,Houston Astros,21.0
2020,Complete Games,Gerrit Cole,New York Yankees,2.0
2020,ERA,Shane Bieber,Cleveland Indians,1.63
2020,Games,Scott Barlow,Kansas City Royals,32.0
2020,Saves,Brad Hand,Cleveland Indians,16.0
2020,Shutouts,Gerrit Cole,New York Yankees,1.0
2020,Shutouts,Kyle Gibson,Texas Rangers,1.0
2020,Shutouts,Lucas Giolito,Chicago White Sox,1.0
2020,Shutouts,Brad Keller,Kansas City Royals,1.0
2020,Shutouts,Mike Minor,Oakland Athletics,1.0
2020,Strikeouts,Shane Bieber,Cleveland Indians,122.0
2020,Winning Percentage,Shane Bieber,Cleveland Indians,0.889
2020,Wins,Shane Bieber,Cleveland Indians,8.0
2021,Complete Games,Gerrit Cole,New York Yankees,2.0
2021,Complete Games,Sean Manaea,Oakland Athletics,2.0
2021,ERA,Robbie Ray,Toronto Blue Jays,2.84
2021,Games,Bryan Shaw,Cleveland Indians,81.0
2021,Saves,Liam Hendriks,Chicago White Sox,38.0
2021,Shutouts,Sean Manaea,Oakland Athletics,2.0
2021,Strikeouts,Robbie Ray,Toronto Blue Jays,248.0
2021,Winning Percentage,"Lance McCullers, Jr.",Houston Astros,0.722
2021,Wins,Gerrit Cole,New York Yankees,16.0
2022,Complete Games,Framber Valdez,Houston Astros,3.0
2022,ERA,Justin Verlander,Houston Astros,1.75
2022,Games,Adam Cimber,Toronto Blue Jays,77.0
2022,Games,Emmanuel Clase,Cleveland Guardians,77.0
2022,Saves,Emmanuel Clase,Cleveland Guardians,42.0
2022,Shutouts,Dylan Cease,Chicago White Sox,1.0
2022,Shutouts,Nestor Cortes,New York Yankees,1.0
2022,Shutouts,Reid Detmers,Los Angeles Angels,1.0
2022,Shutouts,Nathan Eovaldi,Boston Red Sox,1.0
2022,Shutouts,Dean Kremer,Baltimore Orioles,1.0
2022,Shutouts,Martín Pérez,Texas Rangers,1.0
2022,Shutouts,Patrick Sandoval,Los Angeles Angels,1.0
2022,Shutouts,Framber Valdez,Houston Astros,1.0
2022,Shutouts,Michael Wacha,Boston Red Sox,1.0
2022,Strikeouts,Corbin Burnes,Milwaukee Brewers,243.0
2022,Winning Percentage,Justin Verlander,Houston Astros,0.818
2022,Wins,Justin Verlander,Houston Astros,18.0
2023,Complete Games,Jordan Lyles,Kansas City Royals,3.0
2023,ERA,Gerrit Cole,New York Yankees,2.63
2023,Games,Matt Brash,Seattle Mariners,78.0
2023,Saves,Emmanuel Clase,Cleveland Guardians,44.0
2023,Shutouts,Gerrit Cole,New York Yankees,2.0
2023,Shutouts,Framber Valdez,Houston Astros,2.0
2023,Strikeouts,Kevin Gausman,Toronto Blue Jays,237.0
2023,Winning Percentage,Gerrit Cole,New York Yankees,0.789
2023,Wins,Chris Bassitt,Toronto Blue Jays,16.0
2023,Wins,Zach Eflin,Tampa Bay Rays,16.0
2024,Complete Games,Kevin Gausman,Toronto,2.0
2024,ERA,Tarik Skubal,Detroit,2.39
2024,Games,T.J. McFarland,Oakland,79.0
2024,Saves,Emmanuel Clase,Cleveland,47.0
2024,Shutouts,Ronel Blanco,Houston,1.0
2024,Shutouts,Joey Estes,Oakland,1.0
2024,Shutouts,Kevin Gausman,Toronto,1.0
2024,Shutouts,Tanner Houck,Boston,1.0
2024,Shutouts,Keider Montero,Detroit,1.0
2024,Strikeouts,Tarik Skubal,Detroit,228.0
2024,Winning Percentage,Tarik Skubal,Detroit,0.818
2024,Wins,Tarik Skubal,Detroit,18.0
2025,Complete Games,To Be Determined,--,
2025,ERA,To Be Determined,--,
2025,Games,To Be Determined,--,
2025,Saves,To Be Determined,--,
2025,Shutouts,To Be Determined,--,
2025,Strikeouts,To Be Determined,--,
2025,Winning Percentage,To Be Determined,--,
2025,Wins,To Be Determined,--,
